Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Category,Product,Brand,Quantity,MRP,Discount_Percent,Sale_Rate,Sales_Amount,Cost,Profit,Payment_Method,Salesperson,Order_Status
ORD101111,2025-08-24 00:00:00,CUST1058,Aarav Joshi,Khandwa,Madhya Pradesh,Baby Care,Baby Soap,Nestle,1,300,12,264,264,196.26,67.74,UPI,Sneha,Completed
ORD101112,2026-01-26 00:00:00,CUST1196,Ananya Khan,Ujjain,Madhya Pradesh,Baby Care,Baby Soap,Nestle,1,50,12,44,44,36.86,7.14,Net Banking,Neha,Completed
ORD101113,2025-11-02 00:00:00,CUST1284,Ananya Patel,Surat,Gujarat,Snacks,Dry Fruits,Patanjali,7,120,2,117.6,823.2,619.71,203.49,UPI,Neha,Completed
ORD101114,2025-12-27 00:00:00,CUST1125,Aarav Agrawal,Indore,Madhya Pradesh,Home Care,Floor Cleaner,Dabur,6,500,0,500,3000,2097.48,902.52,Net Banking,Neha,Completed
ORD101115,2025-04-04 00:00:00,CUST1178,Priya Verma,Kota,Rajasthan,Baby Care,Baby Soap,P&G,6,80,8,73.6,441.6,317.16,124.44,Credit Card,Rohan,Completed
ORD101116,2025-09-29 00:00:00,CUST1146,Vivaan Agrawal,Ujjain,Madhya Pradesh,Grocery,Sugar,HUL,1,40,5,38,38,33.41,4.59,UPI,Amit,Completed
ORD101117,2025-07-21 00:00:00,CUST1015,Kavya Patel,Indore,Madhya Pradesh,Snacks,Chips,Patanjali,2,500,0,500,1000,805.78,194.22,UPI,Sneha,Completed
ORD101118,2025-12-06 00:00:00,CUST1287,Sneha Joshi,Kota,Rajasthan,Personal Care,Soap,Tata,1,100,15,85,85,65.85,19.15,UPI,Sneha,Completed
ORD101119,2025-11-23 00:00:00,CUST1018,Meera Gupta,Burhanpur,Madhya Pradesh,Personal Care,Soap,Nestle,7,100,2,98,686,502.04,183.96,UPI,Vikas,Completed
ORD101120,2025-11-01 00:00:00,CUST1169,Aarav Sharma,Jaipur,Rajasthan,Personal Care,Toothpaste,HUL,6,500,15,425,2550,1737.78,812.22,UPI,Rohan,Completed
ORD101121,2025-10-14 00:00:00,CUST1058,Vikas Joshi,Surat,Gujarat,Grocery,Cooking Oil,HUL,7,30,2,29.4,205.8,146.58,59.22,Cash,Rohan,Completed
ORD101122,2025-09-15 00:00:00,CUST1034,Sneha Gupta,Ujjain,Madhya Pradesh,Home Care,Floor Cleaner,Nestle,5,120,5,114,570,405.85,164.15,UPI,Rohan,Completed
ORD101123,2025-10-04 00:00:00,CUST1205,Rohan Khan,Ahmedabad,Gujarat,Personal Care,Soap,Britannia,5,80,2,78.4,392,286.7,105.3,UPI,Amit,Completed
ORD101124,2025-10-31 00:00:00,CUST1243,Kavya Singh,Surat,Gujarat,Home Care,Glass Cleaner,Tata,4,30,5,28.5,114,85.4,28.6,Debit Card,Vikas,Completed
ORD101125,2026-03-20 00:00:00,CUST1208,Aarav Verma,Ahmedabad,Gujarat,Baby Care,Baby Lotion,ITC,6,250,10,225,1350,1144.74,205.26,UPI,Neha,Completed
ORD101126,2026-02-17 00:00:00,CUST1258,Neha Verma,Udaipur,Rajasthan,Grocery,Sugar,Dabur,5,150,10,135,675,553.75,121.25,Net Banking,Rohan,Completed
ORD101127,2025-08-04 00:00:00,CUST1213,Rahul Singh,Surat,Gujarat,Baby Care,Baby Soap,Britannia,4,30,5,28.5,114,89.48,24.52,Cash,Amit,Completed
ORD101128,2025-12-28 00:00:00,CUST1025,Amit Patel,Ahmedabad,Gujarat,Personal Care,Hair Oil,Tata,4,500,15,425,1700,1357.08,342.92,Net Banking,Neha,Completed
ORD101129,2025-12-25 00:00:00,CUST1286,Rahul Patel,Burhanpur,Madhya Pradesh,Grocery,Sugar,Nestle,2,300,10,270,540,397.32,142.68,Net Banking,Neha,Completed
ORD101130,2026-01-22 00:00:00,CUST1085,Neha Jain,Nagpur,Maharashtra,Home Care,Detergent,Patanjali,5,150,0,150,750,647.6,102.4,UPI,Rohan,Completed
ORD101131,2025-06-08 00:00:00,CUST1220,Aditya Singh,Nagpur,Maharashtra,Personal Care,Toothpaste,Patanjali,2,60,15,51,102,88.34,13.66,Debit Card,Pooja,Completed
ORD101132,2026-02-24 00:00:00,CUST1216,Rahul Khan,Surat,Gujarat,Personal Care,Shampoo,Parle,7,30,10,27,189,128.87,60.13,UPI,Neha,Completed
ORD101133,2025-10-12 00:00:00,CUST1192,Arjun Joshi,Surat,Gujarat,Home Care,Dishwash,HUL,5,500,12,440,2200,1579.3,620.7,UPI,Amit,Completed
ORD101134,2025-08-05 00:00:00,CUST1246,Amit Mehta,Mumbai,Maharashtra,Baby Care,Baby Shampoo,HUL,3,40,15,34,102,73.47,28.53,Credit Card,Neha,Completed
ORD101135,2025-06-10 00:00:00,CUST1159,Vikas Jain,Surat,Gujarat,Personal Care,Face Wash,Parle,1,250,15,212.5,0,153.37,0,Cash,Sneha,Returned
ORD101136,2025-07-22 00:00:00,CUST1030,Aditya Sharma,Nagpur,Maharashtra,Snacks,Chips,HUL,6,500,2,490,2940,2203.86,736.14,UPI,Vikas,Completed
ORD101137,2025-07-15 00:00:00,CUST1290,Rahul Sharma,Vadodara,Gujarat,Baby Care,Baby Shampoo,Nestle,1,100,0,100,100,73.78,26.22,Cash,Vikas,Completed
ORD101138,2025-08-14 00:00:00,CUST1248,Pooja Sharma,Nashik,Maharashtra,Home Care,Dishwash,HUL,7,60,10,54,378,265.37,112.63,UPI,Sneha,Completed
ORD101139,2025-07-25 00:00:00,CUST1173,Ananya Patel,Surat,Gujarat,Snacks,Biscuits,Patanjali,2,120,12,105.6,0,149.8,0,Net Banking,Amit,Cancelled
ORD101140,2025-08-15 00:00:00,CUST1211,Vivaan Gupta,Nagpur,Maharashtra,Baby Care,Baby Soap,Dabur,7,80,2,78.4,548.8,461.58,87.22,UPI,Amit,Completed
ORD101141,2025-07-01 00:00:00,CUST1088,Aarav Patel,Surat,Gujarat,Home Care,Floor Cleaner,Parle,5,60,10,54,270,184.65,85.35,UPI,Pooja,Completed
ORD101142,2025-12-14 00:00:00,CUST1196,Kavya Jain,Pune,Maharashtra,Beverages,Soft Drink,P&G,1,200,8,184,184,140.06,43.94,Credit Card,Sneha,Completed
ORD101143,2026-01-05 00:00:00,CUST1182,Rohan Sharma,Bhopal,Madhya Pradesh,Home Care,Floor Cleaner,HUL,6,80,8,73.6,441.6,343.2,98.4,Cash,Vikas,Completed
ORD101144,2025-07-09 00:00:00,CUST1023,Arjun Khan,Nagpur,Maharashtra,Home Care,Glass Cleaner,Parle,2,30,5,28.5,57,40.2,16.8,UPI,Amit,Completed
ORD101145,2025-07-07 00:00:00,CUST1094,Rohan Singh,Ujjain,Madhya Pradesh,Snacks,Cookies,Parle,1,100,0,100,100,73.71,26.29,Cash,Rohan,Completed
ORD101146,2025-08-21 00:00:00,CUST1056,Neha Khan,Bhopal,Madhya Pradesh,Baby Care,Baby Shampoo,Tata,3,200,5,190,570,446.97,123.03,UPI,Amit,Completed
ORD101147,2025-06-02 00:00:00,CUST1184,Rahul Patel,Bhopal,Madhya Pradesh,Grocery,Sugar,Nestle,3,50,2,49,147,125.28,21.72,Debit Card,Neha,Completed
ORD101148,2025-05-25 00:00:00,CUST1038,Aditya Mehta,Pune,Maharashtra,Grocery,Cooking Oil,Nestle,2,80,10,72,144,101.56,42.44,Net Banking,Vikas,Completed
ORD101149,2025-07-12 00:00:00,CUST1007,Arjun Verma,Nagpur,Maharashtra,Grocery,Sugar,ITC,3,150,12,132,396,298.2,97.8,UPI,Pooja,Completed
ORD101150,2025-07-06 00:00:00,CUST1238,Pooja Khan,Indore,Madhya Pradesh,Home Care,Dishwash,ITC,3,50,5,47.5,142.5,98.88,43.62,UPI,Amit,Completed
ORD101151,2026-02-05 00:00:00,CUST1233,Kavya Verma,Nashik,Maharashtra,Personal Care,Toothpaste,Dabur,4,300,12,264,1056,803.44,252.56,UPI,Rohan,Completed
ORD101152,2025-05-25 00:00:00,CUST1163,Sneha Agrawal,Burhanpur,Madhya Pradesh,Home Care,Toilet Cleaner,Nestle,3,150,0,150,450,342.96,107.04,UPI,Rohan,Completed
ORD101153,2026-03-05 00:00:00,CUST1266,Ananya Khan,Ahmedabad,Gujarat,Grocery,Cooking Oil,Tata,1,300,10,270,0,231.91,0,Net Banking,Pooja,Cancelled
ORD101154,2026-01-06 00:00:00,CUST1250,Aditya Jain,Kota,Rajasthan,Beverages,Tea,HUL,7,60,2,58.8,411.6,335.58,76.02,UPI,Pooja,Completed
ORD101155,2025-07-31 00:00:00,CUST1049,Aditya Agrawal,Vadodara,Gujarat,Beverages,Coffee,Dabur,5,200,15,170,0,596.9,0,Cash,Rohan,Cancelled
ORD101156,2025-12-07 00:00:00,CUST1064,Ananya Khan,Nagpur,Maharashtra,Personal Care,Face Wash,Parle,5,500,15,425,2125,1741.95,383.05,UPI,Amit,Completed
ORD101157,2025-06-10 00:00:00,CUST1137,Kavya Verma,Udaipur,Rajasthan,Grocery,Basmati Rice,P&G,2,40,5,38,0,52.74,0,Cash,Neha,Cancelled
ORD101158,2025-05-27 00:00:00,CUST1018,Vivaan Khan,Burhanpur,Madhya Pradesh,Personal Care,Face Wash,Tata,3,30,2,29.4,88.2,72.42,15.78,Credit Card,Sneha,Completed
ORD101159,2026-03-06 00:00:00,CUST1019,Arjun Gupta,Indore,Madhya Pradesh,Beverages,Tea,Tata,1,40,12,35.2,35.2,29.03,6.17,Net Banking,Vikas,Completed
ORD101160,2025-08-30 00:00:00,CUST1182,Amit Jain,Jabalpur,Madhya Pradesh,Snacks,Namkeen,ITC,7,50,12,44,308,264.11,43.89,Cash,Vikas,Completed
ORD101161,2025-11-04 00:00:00,CUST1207,Sneha Gupta,Surat,Gujarat,Grocery,Basmati Rice,HUL,6,120,12,105.6,633.6,556.02,77.58,Net Banking,Rohan,Completed
ORD101162,2026-03-01 00:00:00,CUST1018,Amit Singh,Jaipur,Rajasthan,Beverages,Coffee,ITC,2,40,8,36.8,73.6,52.8,20.8,Cash,Rohan,Completed
ORD101163,2025-10-18 00:00:00,CUST1112,Arjun Jain,Indore,Madhya Pradesh,Home Care,Glass Cleaner,Dabur,4,500,10,450,1800,1231.92,568.08,Cash,Amit,Completed
ORD101164,2025-10-03 00:00:00,CUST1032,Pooja Patel,Burhanpur,Madhya Pradesh,Beverages,Soft Drink,Britannia,6,80,5,76,456,379.44,76.56,Credit Card,Rohan,Completed
ORD101165,2025-09-23 00:00:00,CUST1011,Neha Sharma,Indore,Madhya Pradesh,Baby Care,Baby Lotion,HUL,7,150,15,127.5,892.5,643.79,248.71,UPI,Rohan,Completed
ORD101166,2025-05-22 00:00:00,CUST1112,Amit Gupta,Burhanpur,Madhya Pradesh,Beverages,Green Tea,Britannia,4,200,10,180,0,565.44,0,UPI,Amit,Cancelled
ORD101167,2025-06-02 00:00:00,CUST1255,Kavya Mehta,Nagpur,Maharashtra,Personal Care,Toothpaste,Tata,3,40,0,40,120,83.49,36.51,UPI,Vikas,Completed
ORD101168,2025-04-15 00:00:00,CUST1174,Priya Joshi,Pune,Maharashtra,Grocery,Toor Dal,Tata,6,50,2,49,294,232.68,61.32,Cash,Pooja,Completed
ORD101169,2025-10-23 00:00:00,CUST1286,Neha Patel,Surat,Gujarat,Baby Care,Diapers,P&G,5,150,2,147,735,631.7,103.3,Cash,Rohan,Completed
ORD101170,2025-09-17 00:00:00,CUST1232,Vikas Agrawal,Nashik,Maharashtra,Home Care,Dishwash,ITC,2,50,10,45,90,65.68,24.32,Cash,Amit,Completed
ORD101171,2026-02-13 00:00:00,CUST1098,Neha Agrawal,Jabalpur,Madhya Pradesh,Home Care,Toilet Cleaner,Tata,4,40,10,36,144,101.2,42.8,Net Banking,Neha,Completed
ORD101172,2025-11-20 00:00:00,CUST1060,Rohan Jain,Jaipur,Rajasthan,Snacks,Dry Fruits,Tata,3,100,12,88,0,226.47,0,Debit Card,Vikas,Returned
ORD101173,2025-05-07 00:00:00,CUST1107,Neha Joshi,Udaipur,Rajasthan,Snacks,Cookies,Tata,1,40,2,39.2,39.2,27.03,12.17,Debit Card,Amit,Completed
ORD101174,2025-09-05 00:00:00,CUST1112,Amit Patel,Ujjain,Madhya Pradesh,Baby Care,Diapers,Parle,2,50,5,47.5,95,78.2,16.8,Net Banking,Amit,Completed
ORD101175,2025-09-24 00:00:00,CUST1011,Rohan Mehta,Nagpur,Maharashtra,Snacks,Biscuits,Britannia,7,150,5,142.5,997.5,875.84,121.66,Cash,Pooja,Completed
ORD101176,2025-12-23 00:00:00,CUST1044,Rohan Mehta,Nashik,Maharashtra,Beverages,Tea,HUL,5,60,10,54,0,226,0,UPI,Sneha,Returned
ORD101177,2026-01-29 00:00:00,CUST1191,Aarav Sharma,Pune,Maharashtra,Snacks,Cookies,Parle,3,300,10,270,0,635.64,0,UPI,Vikas,Returned
ORD101178,2026-01-15 00:00:00,CUST1208,Aditya Joshi,Nashik,Maharashtra,Grocery,Toor Dal,Tata,7,120,12,105.6,739.2,572.6,166.6,Debit Card,Rohan,Completed
ORD101179,2025-05-14 00:00:00,CUST1262,Vikas Mehta,Mumbai,Maharashtra,Home Care,Toilet Cleaner,Patanjali,2,200,15,170,340,298.08,41.92,UPI,Neha,Completed
ORD101180,2025-10-05 00:00:00,CUST1112,Arjun Singh,Vadodara,Gujarat,Grocery,Wheat Flour,Dabur,4,50,15,42.5,170,124.56,45.44,UPI,Sneha,Completed
ORD101181,2025-07-26 00:00:00,CUST1214,Arjun Sharma,Indore,Madhya Pradesh,Snacks,Chips,Dabur,2,100,12,88,176,123.62,52.38,Cash,Sneha,Completed
ORD101182,2025-12-23 00:00:00,CUST1099,Meera Khan,Ujjain,Madhya Pradesh,Baby Care,Baby Shampoo,Nestle,4,300,10,270,0,935.56,0,UPI,Rohan,Cancelled
ORD101183,2025-06-03 00:00:00,CUST1256,Amit Singh,Jaipur,Rajasthan,Baby Care,Baby Powder,Patanjali,4,200,0,200,800,587.48,212.52,Net Banking,Neha,Completed
ORD101184,2025-10-07 00:00:00,CUST1125,Pooja Verma,Vadodara,Gujarat,Beverages,Green Tea,ITC,4,300,2,294,1176,889.32,286.68,UPI,Vikas,Completed
ORD101185,2026-01-13 00:00:00,CUST1294,Kavya Agrawal,Jaipur,Rajasthan,Personal Care,Face Wash,P&G,6,200,0,200,1200,826.86,373.14,UPI,Vikas,Completed
ORD101186,2025-08-16 00:00:00,CUST1200,Rahul Joshi,Mumbai,Maharashtra,Snacks,Namkeen,Patanjali,5,250,15,212.5,1062.5,883.55,178.95,UPI,Vikas,Completed
ORD101187,2026-02-13 00:00:00,CUST1015,Vikas Jain,Surat,Gujarat,Snacks,Biscuits,Parle,7,500,10,450,3150,2668.75,481.25,UPI,Rohan,Completed
ORD101188,2025-04-28 00:00:00,CUST1252,Arjun Sharma,Ujjain,Madhya Pradesh,Baby Care,Baby Shampoo,Patanjali,4,100,5,95,380,288.04,91.96,Cash,Neha,Completed
ORD101189,2025-12-13 00:00:00,CUST1075,Vikas Jain,Bhopal,Madhya Pradesh,Personal Care,Toothpaste,ITC,1,120,15,102,102,80.06,21.94,Credit Card,Rohan,Completed
ORD101190,2025-08-11 00:00:00,CUST1072,Sneha Gupta,Khandwa,Madhya Pradesh,Home Care,Floor Cleaner,Britannia,3,50,12,44,132,111.06,20.94,UPI,Neha,Completed
ORD101191,2025-11-27 00:00:00,CUST1203,Priya Verma,Kota,Rajasthan,Beverages,Coffee,Nestle,6,80,0,80,480,375,105,Net Banking,Rohan,Completed
ORD101192,2025-10-08 00:00:00,CUST1029,Priya Patel,Burhanpur,Madhya Pradesh,Snacks,Namkeen,Dabur,6,30,5,28.5,171,122.76,48.24,UPI,Vikas,Completed
ORD101193,2026-01-10 00:00:00,CUST1009,Vivaan Mehta,Khandwa,Madhya Pradesh,Baby Care,Baby Lotion,Britannia,2,50,12,44,88,69.62,18.38,UPI,Sneha,Completed
ORD101194,2025-08-16 00:00:00,CUST1132,Kavya Khan,Surat,Gujarat,Baby Care,Baby Shampoo,Parle,6,40,0,40,240,179.4,60.6,Net Banking,Sneha,Completed
ORD101195,2025-08-06 00:00:00,CUST1126,Pooja Jain,Pune,Maharashtra,Home Care,Dishwash,P&G,1,150,8,138,138,102.16,35.84,Debit Card,Vikas,Completed
ORD101196,2025-07-04 00:00:00,CUST1194,Sneha Gupta,Nagpur,Maharashtra,Baby Care,Baby Powder,ITC,6,80,5,76,456,342.3,113.7,Net Banking,Sneha,Completed
ORD101197,2025-06-16 00:00:00,CUST1165,Aarav Mehta,Udaipur,Rajasthan,Beverages,Tea,Nestle,4,40,15,34,0,112.48,0,UPI,Rohan,Returned
ORD101198,2025-10-05 00:00:00,CUST1063,Arjun Agrawal,Mumbai,Maharashtra,Baby Care,Baby Soap,Patanjali,6,300,10,270,1620,1201.68,418.32,Cash,Pooja,Completed
ORD101199,2026-02-27 00:00:00,CUST1263,Rahul Singh,Indore,Madhya Pradesh,Personal Care,Face Wash,Tata,6,50,0,50,300,250.74,49.26,Net Banking,Pooja,Completed
ORD101200,2025-09-03 00:00:00,CUST1121,Kavya Joshi,Burhanpur,Madhya Pradesh,Home Care,Floor Cleaner,P&G,5,120,8,110.4,552,424.7,127.3,UPI,Pooja,Completed
ORD101201,2025-12-11 00:00:00,CUST1075,Meera Jain,Bhopal,Madhya Pradesh,Personal Care,Face Wash,Tata,1,30,2,29.4,29.4,23.04,6.36,Debit Card,Neha,Completed
ORD101202,2025-12-07 00:00:00,CUST1048,Ananya Mehta,Indore,Madhya Pradesh,Beverages,Soft Drink,Dabur,1,100,10,90,0,67.76,0,Debit Card,Neha,Returned
ORD101203,2025-10-26 00:00:00,CUST1163,Vikas Singh,Mumbai,Maharashtra,Baby Care,Baby Powder,Parle,5,30,10,27,135,110.25,24.75,UPI,Vikas,Completed
ORD101204,2025-10-26 00:00:00,CUST1021,Priya Mehta,Vadodara,Gujarat,Home Care,Toilet Cleaner,Dabur,1,120,12,105.6,105.6,74.43,31.17,Cash,Amit,Completed
ORD101205,2025-08-21 00:00:00,CUST1282,Meera Jain,Ujjain,Madhya Pradesh,Beverages,Green Tea,P&G,1,150,0,150,150,108.01,41.99,UPI,Pooja,Completed
ORD101206,2025-10-19 00:00:00,CUST1018,Pooja Khan,Udaipur,Rajasthan,Grocery,Toor Dal,P&G,4,500,0,500,2000,1718.28,281.72,UPI,Pooja,Completed
ORD101207,2026-03-06 00:00:00,CUST1071,Amit Patel,Jabalpur,Madhya Pradesh,Beverages,Tea,Britannia,2,40,0,40,80,62.5,17.5,UPI,Neha,Completed
ORD101208,2026-01-18 00:00:00,CUST1008,Amit Gupta,Ahmedabad,Gujarat,Snacks,Biscuits,ITC,5,200,10,180,900,733.3,166.7,UPI,Sneha,Completed
ORD101209,2025-10-12 00:00:00,CUST1158,Vivaan Singh,Jabalpur,Madhya Pradesh,Baby Care,Diapers,Parle,5,200,2,196,980,776.4,203.6,Credit Card,Vikas,Completed
ORD101210,2026-01-14 00:00:00,CUST1081,Rahul Joshi,Mumbai,Maharashtra,Beverages,Fruit Juice,Britannia,7,30,15,25.5,0,147.28,0,UPI,Vikas,Cancelled
ORD101211,2025-06-22 00:00:00,CUST1078,Vivaan Khan,Nashik,Maharashtra,Grocery,Sugar,Britannia,5,80,12,70.4,0,289.75,0,UPI,Rohan,Cancelled
ORD101212,2026-03-06 00:00:00,CUST1193,Amit Sharma,Indore,Madhya Pradesh,Snacks,Dry Fruits,Parle,7,50,10,45,315,256.48,58.52,UPI,Sneha,Completed
ORD101213,2025-04-21 00:00:00,CUST1182,Meera Gupta,Bhopal,Madhya Pradesh,Personal Care,Hair Oil,Tata,5,100,0,100,500,414.1,85.9,Debit Card,Pooja,Completed
ORD101214,2025-09-13 00:00:00,CUST1245,Ananya Singh,Burhanpur,Madhya Pradesh,Snacks,Biscuits,Nestle,1,50,8,46,46,33.46,12.54,Cash,Pooja,Completed
ORD101215,2025-10-28 00:00:00,CUST1214,Neha Sharma,Vadodara,Gujarat,Beverages,Soft Drink,ITC,4,300,15,255,1020,738.36,281.64,UPI,Amit,Completed
ORD101216,2025-09-08 00:00:00,CUST1041,Sneha Khan,Mumbai,Maharashtra,Home Care,Toilet Cleaner,ITC,1,150,5,142.5,142.5,120.56,21.94,Credit Card,Amit,Completed
ORD101217,2026-02-19 00:00:00,CUST1265,Rahul Verma,Kota,Rajasthan,Baby Care,Diapers,P&G,1,250,12,220,220,178.02,41.98,Debit Card,Neha,Completed
ORD101218,2025-08-17 00:00:00,CUST1227,Aarav Jain,Pune,Maharashtra,Baby Care,Baby Lotion,P&G,7,30,0,30,210,160.23,49.77,UPI,Sneha,Completed
ORD101219,2025-12-08 00:00:00,CUST1021,Aditya Verma,Ahmedabad,Gujarat,Personal Care,Face Wash,Britannia,4,300,15,255,1020,786.16,233.84,UPI,Neha,Completed
ORD101220,2025-12-30 00:00:00,CUST1160,Pooja Sharma,Burhanpur,Madhya Pradesh,Personal Care,Face Wash,Patanjali,6,50,15,42.5,255,178.08,76.92,UPI,Amit,Completed
ORD101221,2025-05-06 00:00:00,CUST1034,Vikas Patel,Pune,Maharashtra,Beverages,Green Tea,Britannia,5,500,12,440,2200,1906,294,Cash,Vikas,Completed
ORD101222,2025-04-18 00:00:00,CUST1056,Amit Verma,Jaipur,Rajasthan,Baby Care,Diapers,ITC,6,40,8,36.8,220.8,185.82,34.98,Cash,Neha,Completed
ORD101223,2025-05-05 00:00:00,CUST1026,Amit Jain,Nagpur,Maharashtra,Home Care,Toilet Cleaner,Tata,7,100,5,95,665,584.29,80.71,Net Banking,Neha,Completed
ORD101224,2025-06-25 00:00:00,CUST1285,Kavya Singh,Khandwa,Madhya Pradesh,Grocery,Cooking Oil,Parle,6,40,0,40,240,206.58,33.42,Debit Card,Neha,Completed
ORD101225,2025-09-27 00:00:00,CUST1035,Amit Agrawal,Indore,Madhya Pradesh,Baby Care,Baby Soap,Parle,3,60,2,58.8,176.4,141.45,34.95,Debit Card,Amit,Completed
ORD101226,2025-04-14 00:00:00,CUST1258,Vivaan Sharma,Kota,Rajasthan,Personal Care,Soap,Britannia,5,100,10,90,450,342.35,107.65,Net Banking,Rohan,Completed
ORD101227,2026-03-01 00:00:00,CUST1170,Aarav Jain,Ahmedabad,Gujarat,Snacks,Cookies,Parle,7,40,2,39.2,274.4,192.85,81.55,Debit Card,Amit,Completed
ORD101228,2025-06-16 00:00:00,CUST1045,Vivaan Verma,Ahmedabad,Gujarat,Grocery,Basmati Rice,Britannia,5,80,12,70.4,352,287.35,64.65,Cash,Vikas,Completed
ORD101229,2026-02-13 00:00:00,CUST1128,Amit Jain,Pune,Maharashtra,Personal Care,Face Wash,Parle,3,200,15,170,510,357.87,152.13,Debit Card,Rohan,Completed
ORD101230,2025-12-11 00:00:00,CUST1125,Vivaan Agrawal,Khandwa,Madhya Pradesh,Grocery,Toor Dal,HUL,7,500,2,490,3430,2339.68,1090.32,Debit Card,Rohan,Completed
ORD101231,2026-01-26 00:00:00,CUST1036,Amit Singh,Kota,Rajasthan,Beverages,Fruit Juice,Parle,7,200,0,200,1400,1201.62,198.38,Cash,Sneha,Completed
ORD101232,2025-06-28 00:00:00,CUST1076,Pooja Gupta,Pune,Maharashtra,Home Care,Glass Cleaner,ITC,5,200,0,200,1000,879,121,Net Banking,Vikas,Completed
ORD101233,2025-06-29 00:00:00,CUST1024,Kavya Gupta,Jabalpur,Madhya Pradesh,Personal Care,Toothpaste,ITC,5,500,12,440,0,1674.6,0,Cash,Sneha,Returned
ORD101234,2025-05-12 00:00:00,CUST1233,Rohan Joshi,Burhanpur,Madhya Pradesh,Home Care,Detergent,Britannia,5,60,5,57,0,250.7,0,Net Banking,Rohan,Returned
ORD101235,2026-03-21 00:00:00,CUST1215,Pooja Sharma,Pune,Maharashtra,Grocery,Toor Dal,ITC,1,250,0,250,250,188.12,61.88,UPI,Sneha,Completed
ORD101236,2025-06-23 00:00:00,CUST1133,Priya Mehta,Udaipur,Rajasthan,Home Care,Floor Cleaner,Nestle,2,50,8,46,92,74.86,17.14,UPI,Sneha,Completed
ORD101237,2025-07-07 00:00:00,CUST1152,Rohan Sharma,Burhanpur,Madhya Pradesh,Beverages,Fruit Juice,Parle,2,60,5,57,0,99.28,0,UPI,Pooja,Cancelled
ORD101238,2025-08-07 00:00:00,CUST1087,Neha Mehta,Nashik,Maharashtra,Snacks,Namkeen,Dabur,7,300,5,285,1995,1535.8,459.2,UPI,Vikas,Completed
ORD101239,2025-08-31 00:00:00,CUST1217,Neha Sharma,Ahmedabad,Gujarat,Home Care,Floor Cleaner,ITC,4,60,12,52.8,211.2,184.32,26.88,Net Banking,Pooja,Completed
ORD101240,2025-08-10 00:00:00,CUST1113,Arjun Verma,Ujjain,Madhya Pradesh,Personal Care,Shampoo,Dabur,2,30,5,28.5,57,40.62,16.38,Cash,Sneha,Completed
ORD101241,2025-08-12 00:00:00,CUST1220,Amit Singh,Ahmedabad,Gujarat,Beverages,Tea,ITC,2,30,8,27.6,55.2,47.38,7.82,Cash,Amit,Completed
ORD101242,2025-08-15 00:00:00,CUST1216,Meera Agrawal,Bhopal,Madhya Pradesh,Grocery,Basmati Rice,Tata,1,120,0,120,120,92.79,27.21,Debit Card,Sneha,Completed
ORD101243,2025-06-05 00:00:00,CUST1193,Priya Singh,Khandwa,Madhya Pradesh,Home Care,Floor Cleaner,Tata,7,120,15,102,714,566.09,147.91,Debit Card,Neha,Completed
ORD101244,2026-01-17 00:00:00,CUST1255,Sneha Sharma,Kota,Rajasthan,Baby Care,Baby Lotion,Britannia,7,250,0,250,0,1301.65,0,Credit Card,Sneha,Cancelled
ORD101245,2025-07-26 00:00:00,CUST1207,Neha Sharma,Jabalpur,Madhya Pradesh,Snacks,Chips,Nestle,5,50,2,49,245,205.35,39.65,Credit Card,Vikas,Completed
ORD101246,2026-02-26 00:00:00,CUST1150,Vikas Joshi,Udaipur,Rajasthan,Grocery,Basmati Rice,Nestle,7,200,5,190,1330,1144.5,185.5,UPI,Amit,Completed
ORD101247,2025-09-02 00:00:00,CUST1183,Aditya Sharma,Ahmedabad,Gujarat,Personal Care,Shampoo,ITC,5,300,12,264,1320,1002.9,317.1,UPI,Sneha,Completed
ORD101248,2025-08-13 00:00:00,CUST1202,Rahul Khan,Khandwa,Madhya Pradesh,Grocery,Wheat Flour,Britannia,7,250,5,237.5,1662.5,1236.13,426.37,Cash,Rohan,Completed
ORD101249,2026-01-20 00:00:00,CUST1116,Kavya Patel,Khandwa,Madhya Pradesh,Baby Care,Baby Lotion,Dabur,2,100,5,95,190,153,37,Cash,Pooja,Completed
ORD101250,2025-06-11 00:00:00,CUST1209,Ananya Verma,Khandwa,Madhya Pradesh,Personal Care,Face Wash,Patanjali,3,100,15,85,0,176.82,0,Debit Card,Amit,Cancelled
ORD101251,2026-02-24 00:00:00,CUST1194,Ananya Khan,Nashik,Maharashtra,Baby Care,Diapers,Parle,4,200,2,196,784,606.48,177.52,UPI,Amit,Completed
ORD101252,2025-10-10 00:00:00,CUST1104,Amit Agrawal,Nagpur,Maharashtra,Baby Care,Baby Shampoo,Nestle,1,250,10,225,225,177.66,47.34,Credit Card,Vikas,Completed
ORD101253,2025-05-14 00:00:00,CUST1074,Rohan Sharma,Pune,Maharashtra,Personal Care,Face Wash,Patanjali,7,80,8,73.6,515.2,408.38,106.82,Cash,Pooja,Completed
ORD101254,2025-09-29 00:00:00,CUST1264,Priya Mehta,Khandwa,Madhya Pradesh,Home Care,Glass Cleaner,Nestle,4,40,0,40,160,121.2,38.8,UPI,Neha,Completed
